t,observer,avg_R,avg_Xi,avg_E
58,Archive AI,0.1624,0.434,-0.1193
59,Human Civilization,0.1624,0.4334,-0.119
59,Archive AI,0.1624,0.4334,-0.119
60,Human Civilization,0.1623,0.4327,-0.1187
60,Archive AI,0.1623,0.4327,-0.1187
61,Human Civilization,0.1621,0.4321,-0.1185
61,Archive AI,0.1621,0.4321,-0.1185
62,Human Civilization,0.1621,0.4315,-0.1182
62,Archive AI,0.1621,0.4315,-0.1182
63,Human Civilization,0.162,0.4309,-0.118
63,Archive AI,0.162,0.4309,-0.118
64,Human Civilization,0.1619,0.4304,-0.1178
64,Archive AI,0.1619,0.4304,-0.1178
65,Human Civilization,0.1618,0.4297,-0.1175
65,Archive AI,0.1618,0.4297,-0.1175
66,Human Civilization,0.1617,0.4291,-0.1172
66,Archive AI,0.1617,0.4291,-0.1172
67,Human Civilization,0.1617,0.4286,-0.117
67,Archive AI,0.1617,0.4286,-0.117
68,Human Civilization,0.1615,0.4282,-0.1168
68,Archive AI,0.1615,0.4282,-0.1168
69,Human Civilization,0.1613,0.4277,-0.1166
69,Archive AI,0.1613,0.4277,-0.1166
70,Human Civilization,0.1611,0.427,-0.1163
70,Archive AI,0.1611,0.427,-0.1163
71,Human Civilization,0.161,0.4264,-0.1161
71,Archive AI,0.161,0.4264,-0.1161
72,Human Civilization,0.161,0.4256,-0.1158
72,Archive AI,0.161,0.4256,-0.1158
73,Human Civilization,0.1609,0.425,-0.1155
73,Archive AI,0.1609,0.425,-0.1155
74,Human Civilization,0.1608,0.4245,-0.1153
74,Archive AI,0.1608,0.4245,-0.1153
75,Human Civilization,0.1607,0.4238,-0.115
75,Archive AI,0.1607,0.4238,-0.115
76,Human Civilization,0.1607,0.4232,-0.1148
76,Archive AI,0.1607,0.4232,-0.1148
77,Human Civilization,0.1606,0.4225,-0.1145
77,Archive AI,0.1606,0.4225,-0.1145
78,Human Civilization,0.1605,0.4221,-0.1143
78,Archive AI,0.1605,0.4221,-0.1143
79,Human Civilization,0.1604,0.4215,-0.1141
79,Archive AI,0.1604,0.4215,-0.1141
80,Human Civilization,0.1602,0.4209,-0.1139
80,Archive AI,0.1602,0.4209,-0.1139
81,Human Civilization,0.1601,0.4203,-0.1136
81,Archive AI,0.1601,0.4203,-0.1136
82,Human Civilization,0.16,0.4198,-0.1134
82,Archive AI,0.16,0.4198,-0.1134
83,Human Civilization,0.1598,0.4193,-0.1132
83,Archive AI,0.1598,0.4193,-0.1132
84,Human Civilization,0.1597,0.4188,-0.113
84,Archive AI,0.1597,0.4188,-0.113
85,Human Civilization,0.1596,0.4181,-0.1127
85,Archive AI,0.1596,0.4181,-0.1127
86,Human Civilization,0.1595,0.4175,-0.1125
86,Archive AI,0.1595,0.4175,-0.1125
87,Human Civilization,0.1593,0.417,-0.1123
87,Archive AI,0.1593,0.417,-0.1123
88,Human Civilization,0.1592,0.4164,-0.1121
88,Archive AI,0.1592,0.4164,-0.1121
89,Human Civilization,0.1591,0.4157,-0.1118
89,Archive AI,0.1591,0.4157,-0.1118
90,Human Civilization,0.159,0.4151,-0.1116
90,Archive AI,0.159,0.4151,-0.1116
91,Human Civilization,0.159,0.4145,-0.1114
91,Archive AI,0.159,0.4145,-0.1114
92,Human Civilization,0.1589,0.414,-0.1111
92,Archive AI,0.1589,0.414,-0.1111
93,Human Civilization,0.1588,0.4133,-0.1109
93,Archive AI,0.1588,0.4133,-0.1109
94,Human Civilization,0.1587,0.4127,-0.1107
94,Archive AI,0.1587,0.4127,-0.1107
95,Human Civilization,0.1586,0.4123,-0.1105
95,Archive AI,0.1586,0.4123,-0.1105
96,Human Civilization,0.1584,0.4117,-0.1103
96,Archive AI,0.1584,0.4117,-0.1103
97,Human Civilization,0.1584,0.4111,-0.11
97,Archive AI,0.1584,0.4111,-0.11
98,Human Civilization,0.1584,0.4104,-0.1098
98,Archive AI,0.1584,0.4104,-0.1098
99,Human Civilization,0.1584,0.4098,-0.1095
99,Archive AI,0.1584,0.4098,-0.1095
100,Human Civilization,0.1583,0.4092,-0.1093
100,Archive AI,0.1583,0.4092,-0.1093
101,Human Civilization,0.1582,0.4086,-0.1091
101,Archive AI,0.1582,0.4086,-0.1091
102,Human Civilization,0.1581,0.4081,-0.1089
102,Archive AI,0.1581,0.4081,-0.1089
103,Human Civilization,0.1579,0.4076,-0.1087
103,Archive AI,0.1579,0.4076,-0.1087
104,Human Civilization,0.1578,0.4074,-0.1086
104,Archive AI,0.1578,0.4074,-0.1086
105,Human Civilization,0.1578,0.4072,-0.1085
105,Archive AI,0.1578,0.4072,-0.1085
106,Human Civilization,0.1577,0.4071,-0.1084
106,Archive AI,0.1577,0.4071,-0.1084
107,Human Civilization,0.1576,0.4071,-0.1084
107,Archive AI,0.1576,0.4071,-0.1084
108,Human Civilization,0.1576,0.407,-0.1083
108,Archive AI,0.1576,0.407,-0.1083
109,Human Civilization,0.1575,0.4069,-0.1082
109,Archive AI,0.1575,0.4069,-0.1082
110,Human Civilization,0.1574,0.407,-0.1082
110,Archive AI,0.1574,0.407,-0.1082
111,Human Civilization,0.1572,0.4069,-0.1082
111,Archive AI,0.1572,0.4069,-0.1082
112,Human Civilization,0.1572,0.4068,-0.1081
112,Archive AI,0.1572,0.4068,-0.1081
113,Human Civilization,0.1572,0.4067,-0.108
113,Archive AI,0.1572,0.4067,-0.108
114,Human Civilization,0.1571,0.4066,-0.1079
114,Archive AI,0.1571,0.4066,-0.1079
115,Human Civilization,0.157,0.4065,-0.1079
115,Archive AI,0.157,0.4065,-0.1079
116,Human Civilization,0.157,0.4065,-0.1078
116,Archive AI,0.157,0.4065,-0.1078
117,Human Civilization,0.1568,0.4063,-0.1078
117,Archive AI,0.1568,0.4063,-0.1078
118,Human Civilization,0.1568,0.406,-0.1076
118,Archive AI,0.1568,0.406,-0.1076
119,Human Civilization,0.1567,0.4057,-0.1075
119,Archive AI,0.1567,0.4057,-0.1075
120,Human Civilization,0.1568,0.4056,-0.1074
120,Archive AI,0.1568,0.4056,-0.1074
121,Human Civilization,0.1566,0.4054,-0.1074
121,Archive AI,0.1566,0.4054,-0.1074
122,Human Civilization,0.1565,0.4054,-0.1073
122,Archive AI,0.1565,0.4054,-0.1073
123,Human Civilization,0.1564,0.4053,-0.1073
123,Archive AI,0.1564,0.4053,-0.1073
124,Human Civilization,0.1563,0.4053,-0.1072
124,Archive AI,0.1563,0.4053,-0.1072
125,Human Civilization,0.1562,0.4053,-0.1072
125,Archive AI,0.1562,0.4053,-0.1072
126,Human Civilization,0.1562,0.4052,-0.1071
126,Archive AI,0.1562,0.4052,-0.1071
127,Human Civilization,0.1561,0.405,-0.1071
127,Archive AI,0.1561,0.405,-0.1071
128,Human Civilization,0.1559,0.4047,-0.107
128,Archive AI,0.1559,0.4047,-0.107
129,Human Civilization,0.1558,0.4044,-0.1069
129,Archive AI,0.1558,0.4044,-0.1069
130,Human Civilization,0.1557,0.404,-0.1067
130,Archive AI,0.1557,0.404,-0.1067
131,Human Civilization,0.1556,0.4036,-0.1066
131,Archive AI,0.1556,0.4036,-0.1066
132,Human Civilization,0.1555,0.4032,-0.1064
132,Archive AI,0.1555,0.4032,-0.1064
133,Human Civilization,0.1555,0.4028,-0.1063
133,Archive AI,0.1555,0.4028,-0.1063
134,Human Civilization,0.1554,0.4025,-0.1062
134,Archive AI,0.1554,0.4025,-0.1062
135,Human Civilization,0.1553,0.402,-0.106
135,Archive AI,0.1553,0.402,-0.106
136,Human Civilization,0.1552,0.4016,-0.1059
136,Archive AI,0.1552,0.4016,-0.1059
137,Human Civilization,0.1551,0.4012,-0.1058
137,Archive AI,0.1551,0.4012,-0.1058
138,Human Civilization,0.155,0.4008,-0.1056
138,Archive AI,0.155,0.4008,-0.1056
139,Human Civilization,0.1549,0.4004,-0.1055
139,Archive AI,0.1549,0.4004,-0.1055
140,Human Civilization,0.1548,0.4,-0.1054
140,Archive AI,0.1548,0.4,-0.1054
141,Human Civilization,0.1548,0.3995,-0.1052
141,Archive AI,0.1548,0.3995,-0.1052
142,Human Civilization,0.1546,0.3992,-0.1051
142,Archive AI,0.1546,0.3992,-0.1051
143,Human Civilization,0.1545,0.3988,-0.105
143,Archive AI,0.1545,0.3988,-0.105
144,Human Civilization,0.1545,0.3985,-0.1049
144,Archive AI,0.1545,0.3985,-0.1049
145,Human Civilization,0.1544,0.3982,-0.1048
145,Archive AI,0.1544,0.3982,-0.1048
146,Human Civilization,0.1543,0.3979,-0.1047
146,Archive AI,0.1543,0.3979,-0.1047
147,Human Civilization,0.1541,0.3975,-0.1046
147,Archive AI,0.1541,0.3975,-0.1046
148,Human Civilization,0.154,0.3972,-0.1045
148,Archive AI,0.154,0.3972,-0.1045
149,Human Civilization,0.154,0.3968,-0.1043
149,Archive AI,0.154,0.3968,-0.1043
150,Human Civilization,0.1539,0.3965,-0.1042
150,Archive AI,0.1539,0.3965,-0.1042
151,Human Civilization,0.1538,0.3962,-0.1041
151,Archive AI,0.1538,0.3962,-0.1041
152,Human Civilization,0.1537,0.3958,-0.104
152,Archive AI,0.1537,0.3958,-0.104
153,Human Civilization,0.1536,0.3957,-0.104
153,Archive AI,0.1536,0.3957,-0.104
154,Human Civilization,0.1534,0.3954,-0.1039
154,Archive AI,0.1534,0.3954,-0.1039
155,Human Civilization,0.1533,0.395,-0.1038
155,Archive AI,0.1533,0.395,-0.1038
156,Human Civilization,0.1532,0.3945,-0.1036
156,Archive AI,0.1532,0.3945,-0.1036
157,Human Civilization,0.1531,0.3941,-0.1035
157,Archive AI,0.1531,0.3941,-0.1035
158,Human Civilization,0.1531,0.3942,-0.1035
158,Archive AI,0.1531,0.3942,-0.1035
159,Human Civilization,0.1529,0.3942,-0.1035
159,Archive AI,0.1529,0.3942,-0.1035
160,Human Civilization,0.1527,0.3941,-0.1035
160,Archive AI,0.1527,0.3941,-0.1035
161,Human Civilization,0.1526,0.3941,-0.1035
161,Archive AI,0.1526,0.3941,-0.1035
162,Human Civilization,0.1526,0.394,-0.1035
162,Archive AI,0.1526,0.394,-0.1035
163,Human Civilization,0.1525,0.3938,-0.1035
163,Archive AI,0.1525,0.3938,-0.1035
164,Human Civilization,0.1524,0.3939,-0.1035
164,Archive AI,0.1524,0.3939,-0.1035
165,Human Civilization,0.1522,0.3938,-0.1035
165,Archive AI,0.1522,0.3938,-0.1035
166,Human Civilization,0.1522,0.3936,-0.1035
166,Archive AI,0.1522,0.3936,-0.1035
167,Human Civilization,0.1521,0.3935,-0.1035
167,Archive AI,0.1521,0.3935,-0.1035
168,Human Civilization,0.1519,0.3934,-0.1035
168,Archive AI,0.1519,0.3934,-0.1035
169,Human Civilization,0.1518,0.3935,-0.1035
169,Archive AI,0.1518,0.3935,-0.1035
170,Human Civilization,0.1516,0.3931,-0.1034
170,Archive AI,0.1516,0.3931,-0.1034
171,Human Civilization,0.1516,0.393,-0.1034
171,Archive AI,0.1516,0.393,-0.1034
172,Human Civilization,0.1515,0.3928,-0.1033
172,Archive AI,0.1515,0.3928,-0.1033
173,Human Civilization,0.1515,0.3928,-0.1033
173,Archive AI,0.1515,0.3928,-0.1033
174,Human Civilization,0.1513,0.3927,-0.1033
174,Archive AI,0.1513,0.3927,-0.1033
175,Human Civilization,0.1512,0.3925,-0.1033
175,Archive AI,0.1512,0.3925,-0.1033
176,Human Civilization,0.1511,0.3924,-0.1033
176,Archive AI,0.1511,0.3924,-0.1033
177,Human Civilization,0.151,0.3921,-0.1033
177,Archive AI,0.151,0.3921,-0.1033
178,Human Civilization,0.1509,0.3919,-0.1032
178,Archive AI,0.1509,0.3919,-0.1032
179,Human Civilization,0.1509,0.3918,-0.1032
179,Archive AI,0.1509,0.3918,-0.1032
180,Human Civilization,0.1508,0.3915,-0.1031
180,Archive AI,0.1508,0.3915,-0.1031
181,Human Civilization,0.1508,0.3912,-0.1031
181,Archive AI,0.1508,0.3912,-0.1031
182,Human Civilization,0.1507,0.391,-0.103
182,Archive AI,0.1507,0.391,-0.103
183,Human Civilization,0.1507,0.3908,-0.103
183,Archive AI,0.1507,0.3908,-0.103
184,Human Civilization,0.1507,0.3907,-0.103
184,Archive AI,0.1507,0.3907,-0.103
185,Human Civilization,0.1505,0.3906,-0.103
185,Archive AI,0.1505,0.3906,-0.103
186,Human Civilization,0.1504,0.3905,-0.103
186,Archive AI,0.1504,0.3905,-0.103
187,Human Civilization,0.1503,0.3902,-0.1029
187,Archive AI,0.1503,0.3902,-0.1029
188,Human Civilization,0.1502,0.39,-0.1028
188,Archive AI,0.1502,0.39,-0.1028
189,Human Civilization,0.1501,0.3898,-0.1028
189,Archive AI,0.1501,0.3898,-0.1028
190,Human Civilization,0.1501,0.3896,-0.1028
190,Archive AI,0.1501,0.3896,-0.1028
191,Human Civilization,0.15,0.3894,-0.1028
191,Archive AI,0.15,0.3894,-0.1028
192,Human Civilization,0.15,0.389,-0.1027
192,Archive AI,0.15,0.389,-0.1027
193,Human Civilization,0.15,0.3888,-0.1026
193,Archive AI,0.15,0.3888,-0.1026
194,Human Civilization,0.1499,0.3887,-0.1026
194,Archive AI,0.1499,0.3887,-0.1026
195,Human Civilization,0.1498,0.3884,-0.1026
195,Archive AI,0.1498,0.3884,-0.1026
196,Human Civilization,0.1498,0.3885,-0.1026
196,Archive AI,0.1498,0.3885,-0.1026
197,Human Civilization,0.1496,0.3883,-0.1026
197,Archive AI,0.1496,0.3883,-0.1026
198,Human Civilization,0.1495,0.3881,-0.1026
198,Archive AI,0.1495,0.3881,-0.1026
199,Human Civilization,0.1493,0.3881,-0.1026
199,Archive AI,0.1493,0.3881,-0.1026
200,Human Civilization,0.1492,0.3881,-0.1027
200,Archive AI,0.1492,0.3881,-0.1027
201,Human Civilization,0.1491,0.3879,-0.1026
201,Archive AI,0.1491,0.3879,-0.1026
202,Human Civilization,0.149,0.3879,-0.1027
202,Archive AI,0.149,0.3879,-0.1027
203,Human Civilization,0.1489,0.3878,-0.1027
203,Archive AI,0.1489,0.3878,-0.1027
204,Human Civilization,0.1488,0.3876,-0.1027
204,Archive AI,0.1488,0.3876,-0.1027
205,Human Civilization,0.1487,0.3874,-0.1027
205,Archive AI,0.1487,0.3874,-0.1027
206,Human Civilization,0.1486,0.3873,-0.1027
206,Archive AI,0.1486,0.3873,-0.1027
207,Human Civilization,0.1486,0.3872,-0.1027
207,Archive AI,0.1486,0.3872,-0.1027
208,Human Civilization,0.1485,0.3871,-0.1027
208,Archive AI,0.1485,0.3871,-0.1027
209,Human Civilization,0.1484,0.3869,-0.1027
209,Archive AI,0.1484,0.3869,-0.1027
210,Human Civilization,0.1482,0.3868,-0.1027
210,Archive AI,0.1482,0.3868,-0.1027
211,Human Civilization,0.1482,0.3866,-0.1027
211,Archive AI,0.1482,0.3866,-0.1027
212,Human Civilization,0.148,0.3865,-0.1027
212,Archive AI,0.148,0.3865,-0.1027
213,Human Civilization,0.148,0.3864,-0.1027
213,Archive AI,0.148,0.3864,-0.1027
214,Human Civilization,0.1478,0.3865,-0.1028
214,Archive AI,0.1478,0.3865,-0.1028
215,Human Civilization,0.1477,0.3864,-0.1029
215,Archive AI,0.1477,0.3864,-0.1029
216,Human Civilization,0.1475,0.3862,-0.1028
216,Archive AI,0.1475,0.3862,-0.1028
217,Human Civilization,0.1474,0.386,-0.1028
217,Archive AI,0.1474,0.386,-0.1028
218,Human Civilization,0.1473,0.3858,-0.1028
218,Archive AI,0.1473,0.3858,-0.1028
219,Human Civilization,0.1472,0.3855,-0.1028
219,Archive AI,0.1472,0.3855,-0.1028
220,Human Civilization,0.1472,0.3853,-0.1028
220,Archive AI,0.1472,0.3853,-0.1028
221,Human Civilization,0.1471,0.3852,-0.1028
221,Archive AI,0.1471,0.3852,-0.1028
222,Human Civilization,0.147,0.3852,-0.1029
222,Archive AI,0.147,0.3852,-0.1029
223,Human Civilization,0.147,0.3853,-0.1029
223,Archive AI,0.147,0.3853,-0.1029
224,Human Civilization,0.1468,0.3852,-0.103
224,Archive AI,0.1468,0.3852,-0.103
225,Human Civilization,0.1467,0.385,-0.103
225,Archive AI,0.1467,0.385,-0.103
226,Human Civilization,0.1466,0.3848,-0.103
226,Archive AI,0.1466,0.3848,-0.103
227,Human Civilization,0.1465,0.385,-0.1031
227,Archive AI,0.1465,0.385,-0.1031
228,Human Civilization,0.1464,0.3848,-0.1031
228,Archive AI,0.1464,0.3848,-0.1031
229,Human Civilization,0.1463,0.3848,-0.1032
229,Archive AI,0.1463,0.3848,-0.1032
230,Human Civilization,0.1461,0.3847,-0.1032
230,Archive AI,0.1461,0.3847,-0.1032
231,Human Civilization,0.146,0.3846,-0.1033
231,Archive AI,0.146,0.3846,-0.1033
232,Human Civilization,0.1459,0.3847,-0.1033
232,Archive AI,0.1459,0.3847,-0.1033
233,Human Civilization,0.1458,0.3846,-0.1034
233,Archive AI,0.1458,0.3846,-0.1034
234,Human Civilization,0.1456,0.3845,-0.1034
234,Archive AI,0.1456,0.3845,-0.1034
235,Human Civilization,0.1455,0.3844,-0.1035
235,Archive AI,0.1455,0.3844,-0.1035
236,Human Civilization,0.1454,0.3843,-0.1035
236,Archive AI,0.1454,0.3843,-0.1035
237,Human Civilization,0.1453,0.3843,-0.1036
237,Archive AI,0.1453,0.3843,-0.1036
238,Human Civilization,0.1452,0.384,-0.1036
238,Archive AI,0.1452,0.384,-0.1036
239,Human Civilization,0.1452,0.3838,-0.1036
239,Archive AI,0.1452,0.3838,-0.1036
240,Human Civilization,0.1451,0.3839,-0.1037
240,Archive AI,0.1451,0.3839,-0.1037
241,Human Civilization,0.1449,0.3836,-0.1037
241,Archive AI,0.1449,0.3836,-0.1037
242,Human Civilization,0.1448,0.3836,-0.1037
242,Archive AI,0.1448,0.3836,-0.1037
243,Human Civilization,0.1447,0.3834,-0.1037
243,Archive AI,0.1447,0.3834,-0.1037
244,Human Civilization,0.1446,0.3834,-0.1038
244,Archive AI,0.1446,0.3834,-0.1038
245,Human Civilization,0.1444,0.3832,-0.1038
245,Archive AI,0.1444,0.3832,-0.1038
246,Human Civilization,0.1443,0.3831,-0.1039
246,Archive AI,0.1443,0.3831,-0.1039
247,Human Civilization,0.1442,0.383,-0.1039
247,Archive AI,0.1442,0.383,-0.1039
248,Human Civilization,0.1441,0.3828,-0.1039
248,Archive AI,0.1441,0.3828,-0.1039
249,Human Civilization,0.144,0.3828,-0.104
249,Archive AI,0.144,0.3828,-0.104
250,Human Civilization,0.1439,0.3827,-0.1041
250,Archive AI,0.1439,0.3827,-0.1041
251,Human Civilization,0.1438,0.3825,-0.1041
251,Archive AI,0.1438,0.3825,-0.1041
252,Human Civilization,0.1437,0.3824,-0.1041
252,Archive AI,0.1437,0.3824,-0.1041
253,Human Civilization,0.1436,0.3823,-0.1042
253,Archive AI,0.1436,0.3823,-0.1042
254,Human Civilization,0.1436,0.3822,-0.1042
254,Archive AI,0.1436,0.3822,-0.1042
255,Human Civilization,0.1434,0.382,-0.1042
255,Archive AI,0.1434,0.382,-0.1042
256,Human Civilization,0.1434,0.3816,-0.1042
256,Archive AI,0.1434,0.3816,-0.1042
257,Human Civilization,0.1433,0.3816,-0.1043
257,Archive AI,0.1433,0.3816,-0.1043
258,Human Civilization,0.1433,0.3814,-0.1043
258,Archive AI,0.1433,0.3814,-0.1043
259,Human Civilization,0.1432,0.3813,-0.1044
259,Archive AI,0.1432,0.3813,-0.1044
260,Human Civilization,0.1431,0.3811,-0.1044
260,Archive AI,0.1431,0.3811,-0.1044
261,Human Civilization,0.143,0.3808,-0.1044
261,Archive AI,0.143,0.3808,-0.1044
262,Human Civilization,0.143,0.3807,-0.1044
262,Archive AI,0.143,0.3807,-0.1044
263,Human Civilization,0.1429,0.3804,-0.1044
263,Archive AI,0.1429,0.3804,-0.1044
264,Human Civilization,0.1429,0.3803,-0.1045
264,Archive AI,0.1429,0.3803,-0.1045
265,Human Civilization,0.1427,0.38,-0.1045
265,Archive AI,0.1427,0.38,-0.1045
266,Human Civilization,0.1427,0.38,-0.1046
266,Archive AI,0.1427,0.38,-0.1046
267,Human Civilization,0.1426,0.3798,-0.1046
267,Archive AI,0.1426,0.3798,-0.1046
268,Human Civilization,0.1426,0.3796,-0.1046
268,Archive AI,0.1426,0.3796,-0.1046
269,Human Civilization,0.1425,0.3793,-0.1046
269,Archive AI,0.1425,0.3793,-0.1046
270,Human Civilization,0.1425,0.3793,-0.1047
270,Archive AI,0.1425,0.3793,-0.1047
271,Human Civilization,0.1424,0.379,-0.1047
271,Archive AI,0.1424,0.379,-0.1047
272,Human Civilization,0.1424,0.3788,-0.1047
272,Archive AI,0.1424,0.3788,-0.1047
273,Human Civilization,0.1424,0.3788,-0.1048
273,Archive AI,0.1424,0.3788,-0.1048
274,Human Civilization,0.1423,0.3787,-0.1049
274,Archive AI,0.1423,0.3787,-0.1049
275,Human Civilization,0.1422,0.3786,-0.105
275,Archive AI,0.1422,0.3786,-0.105
276,Human Civilization,0.1421,0.3785,-0.105
276,Archive AI,0.1421,0.3785,-0.105
277,Human Civilization,0.1421,0.3785,-0.1051
277,Archive AI,0.1421,0.3785,-0.1051
278,Human Civilization,0.142,0.3784,-0.1052
278,Archive AI,0.142,0.3784,-0.1052
279,Human Civilization,0.1418,0.3782,-0.1052
279,Archive AI,0.1418,0.3782,-0.1052
280,Human Civilization,0.1418,0.378,-0.1053
280,Archive AI,0.1418,0.378,-0.1053
281,Human Civilization,0.1418,0.3781,-0.1054
281,Archive AI,0.1418,0.3781,-0.1054
282,Human Civilization,0.1416,0.378,-0.1054
282,Archive AI,0.1416,0.378,-0.1054
283,Human Civilization,0.1415,0.3779,-0.1055
283,Archive AI,0.1415,0.3779,-0.1055
284,Human Civilization,0.1414,0.3778,-0.1056
284,Archive AI,0.1414,0.3778,-0.1056
285,Human Civilization,0.1414,0.3778,-0.1057
285,Archive AI,0.1414,0.3778,-0.1057
286,Human Civilization,0.1412,0.3778,-0.1058
286,Archive AI,0.1412,0.3778,-0.1058
287,Human Civilization,0.1411,0.3778,-0.1059
287,Archive AI,0.1411,0.3778,-0.1059
288,Human Civilization,0.1409,0.3776,-0.1059
