t,name,P,R,Xi,death_type
0,CoRoT-3 b,0.5166,0.1025,0.0532,physical_alive
0,HD 205739 b,0.533,0.974,0.1917,physical_alive
0,NGTS-10 b,0.5797,0.8045,0.4743,physical_alive
0,HD 224693 b,0.1907,0.7792,0.5125,contradiction_resonance
0,HD 156279 b,0.6487,0.9784,0.3001,physical_alive
0,HD 12661 b,0.0,0.0,0.7573,post_physical_resonance
0,2MASS J12073346-3932539 b,0.9999,0.6774,0.2249,physical_alive
0,HD 16417 b,0.0,0.0,0.8889,post_physical_resonance
0,HD 19994 b,0.4774,0.9883,0.2146,physical_alive
0,61 Vir b,0.2283,0.8525,0.1068,physical_alive
0,HD 156279 c,0.6487,0.0162,0.4753,physical_alive
0,GJ 179 b,0.95,0.988,0.5296,contradiction_resonance
0,GQ Lup b,0.9999,0.0,0.9209,contradiction_resonance
0,GJ 832 b,0.89,0.3381,0.0361,physical_alive
0,HD 37605 b,0.5159,0.0,0.2346,physical_alive
0,HD 33283 b,0.1878,0.4275,0.4368,physical_alive
0,Kepler-4 b,0.2556,0.0,0.4133,physical_alive
0,HD 9446 b,0.5,0.0,0.0559,physical_alive
0,61 Vir c,0.2283,0.2586,0.5763,contradiction_resonance
0,61 Vir d,0.2283,0.8554,0.3387,physical_alive
0,HD 134987 c,0.0,0.0,0.059,post_physical_resonance
0,HD 110014 b,0.3407,0.4836,0.1921,physical_alive
0,HD 79498 b,0.6714,0.7239,0.1623,physical_alive
0,WASP-43 b,0.8207,0.9853,0.0968,physical_alive
0,HD 45652 b,0.318,0.6971,0.6475,contradiction_resonance
0,HIP 79431 b,0.916,0.9144,0.7868,contradiction_resonance
0,HD 3167 b,0.5,0.0,0.1223,physical_alive
0,GJ 876 b,0.99,0.8847,0.3171,physical_alive
0,HD 114783 c,0.5389,0.6291,0.5061,contradiction_resonance
0,HD 47186 c,0.413,0.0,0.012,physical_alive
0,HD 114783 b,0.5968,0.8506,0.0018,physical_alive
0,HD 148156 b,0.1779,0.7394,0.1694,physical_alive
0,HD 12661 c,0.3285,0.0,0.1346,physical_alive
0,HIP 14810 c,0.4012,0.4071,0.3228,physical_alive
0,HIP 14810 b,0.4012,0.622,0.4427,physical_alive
0,GJ 876 d,0.99,0.3485,0.0383,physical_alive
0,GJ 876 e,0.99,0.9472,0.184,physical_alive
0,gam1 Leo b,0.5952,0.0,0.1388,physical_alive
0,HAT-P-12 b,0.885,0.5343,0.3525,physical_alive
0,HD 156411 b,0.2522,0.0,0.6738,contradiction_resonance
0,HD 8535 b,0.3213,0.471,0.1794,physical_alive
0,HD 37605 c,0.5159,0.9139,0.1594,physical_alive
0,K2-138 c,0.7633,0.0916,0.6896,contradiction_resonance
0,HD 1605 c,0.1105,0.9934,0.5578,contradiction_resonance
0,HAT-P-18 b,0.3548,0.8034,0.5935,contradiction_resonance
0,WASP-31 b,0.8541,0.5894,0.0448,physical_alive
0,BD+20 2457 b,0.0,0.0,0.8381,post_physical_resonance
0,HD 240210 b,0.6904,0.9923,0.316,physical_alive
0,CoRoT-17 b,0.0,0.0,0.2351,post_physical_resonance
0,HD 132563 b,0.6115,0.0,0.1192,physical_alive
0,HD 55696 b,0.5009,0.3127,0.0886,physical_alive
0,HD 148164 b,0.6118,0.9863,0.2353,physical_alive
0,24 Sex c,0.2052,0.8365,0.215,physical_alive
0,K2-138 f,0.7633,0.8791,0.7218,contradiction_resonance
0,CoRoT-5 b,0.3099,0.6868,0.2061,physical_alive
0,HD 192310 c,0.5529,0.7122,0.3271,physical_alive
0,HD 22781 b,0.7661,0.0,0.4322,physical_alive
0,HD 68988 b,0.0,0.9561,0.8064,post_physical_resonance
0,HD 148164 c,0.6118,0.2884,0.0801,physical_alive
0,HD 29985 b,0.7564,0.3341,0.2362,physical_alive
0,HD 221416 b,0.2075,0.0,0.2672,physical_alive
0,HD 3167 c,0.5,0.9978,0.1759,physical_alive
0,HD 90156 b,0.7154,0.0,0.129,physical_alive
0,KOI-217 b,0.8504,0.1889,0.5026,contradiction_resonance
0,HD 45350 b,0.2394,0.7924,0.1181,physical_alive
0,TrES-3 b,0.9253,0.0493,0.8938,contradiction_resonance
0,WASP-10 b,0.659,0.2279,0.3848,physical_alive
0,Kepler-14 b,0.3814,0.8666,0.541,contradiction_resonance
0,MOA-2009-BLG-266L b,0.8826,0.1785,0.0621,physical_alive
0,Kepler-15 b,0.6131,0.0686,0.2695,physical_alive
0,Kepler-595 c,0.7748,0.9459,0.0771,physical_alive
0,Kepler-595 b,0.7748,0.0,0.3149,physical_alive
0,HD 177830 c,0.0,0.0,0.4683,post_physical_resonance
0,ups And c,0.0365,0.7044,0.7624,contradiction_resonance
0,WASP-5 b,0.5123,0.3355,0.1637,physical_alive
0,OGLE-TR-111 b,0.4642,0.0205,0.1995,physical_alive
0,Kepler-17 b,0.8014,0.4116,0.3027,physical_alive
0,CoRoT-18 b,0.9472,0.0919,0.0712,physical_alive
0,HD 192310 b,0.5529,0.9473,0.063,physical_alive
0,PSR B1257+12 b,0.3042,0.6483,0.0397,physical_alive
0,PSR B1257+12 d,0.3042,0.8856,0.541,contradiction_resonance
0,ups And d,0.0365,0.3337,0.0563,physical_alive
0,MOA-2007-BLG-192L b,0.95,0.0,0.4305,physical_alive
0,Kepler-40 b,0.2537,0.0,0.5724,contradiction_resonance
0,TOI-756 b,0.942,0.0,0.9296,contradiction_resonance
0,HD 107148 b,0.2565,0.0,0.2893,physical_alive
0,SWEEPS-11 b,0.3654,0.486,0.0728,physical_alive
0,OGLE-TR-211 b,0.4695,0.3772,0.1434,physical_alive
0,Lupus-TR-3 b,0.647,0.0,0.4878,physical_alive
0,OGLE-2005-BLG-390L b,0.95,0.0,0.9914,contradiction_resonance
0,HN Peg b,0.9636,0.757,0.3306,physical_alive
0,HD 102365 b,0.4005,0.9553,0.138,physical_alive
0,MOA-2009-BLG-387L b,0.95,0.0,0.3203,physical_alive
0,GJ 674 b,0.9945,0.8058,0.7071,contradiction_resonance
0,WASP-96 b,0.0745,0.9728,0.7415,contradiction_resonance
0,HD 69830 c,0.5199,0.0,0.1653,physical_alive
0,2MASS J04414489+2301513 b,1.0,0.9988,0.7832,contradiction_resonance
0,WASP-21 b,0.0,0.0,0.8192,post_physical_resonance
0,GJ 3634 b,0.9321,0.6907,0.1672,physical_alive
0,HAT-P-4 b,0.3213,0.3585,0.037,physical_alive
0,OGLE-TR-10 b,0.5698,0.0,0.0359,physical_alive
0,TOI-178 g,0.798,0.9809,0.0245,physical_alive
0,TOI-178 e,0.798,0.0,0.0496,physical_alive
0,HD 27442 b,0.0,0.5525,0.6859,post_physical_resonance
0,HD 69830 d,0.5199,0.4698,0.4824,physical_alive
0,GJ 3021 b,0.9715,0.8909,0.7163,contradiction_resonance
0,HAT-P-16 b,0.6725,0.0671,0.0784,physical_alive
0,CoRoT-8 b,0.782,0.0,0.0727,physical_alive
0,OGLE-TR-113 b,0.293,0.9843,0.5105,contradiction_resonance
0,HD 46375 b,0.2693,0.0,0.6928,contradiction_resonance
0,HD 147513 b,0.961,0.5792,0.7501,contradiction_resonance
0,HD 221287 b,0.7728,0.9943,0.64,contradiction_resonance
0,HD 33564 b,0.4758,0.0,0.3553,physical_alive
0,CoRoT-11 b,0.6364,0.9658,0.3491,physical_alive
0,K2-138 g,0.7633,0.0,0.106,physical_alive
0,CoRoT-12 b,0.2398,0.0,0.0109,physical_alive
0,HAT-P-28 b,0.3511,0.4088,0.0265,physical_alive
0,HD 129445 b,0.5124,0.0,0.2279,physical_alive
0,Kepler-419 c,0.5124,0.0,0.0695,physical_alive
0,GJ 3470 b,0.9648,0.0,0.8408,contradiction_resonance
0,51 Eri b,0.9917,0.0,0.1575,physical_alive
0,HD 70573 b,0.9898,0.9433,0.0326,physical_alive
0,HD 47536 b,0.0,0.0,0.5373,post_physical_resonance
0,CoRoT-13 b,0.7971,0.0,0.0651,physical_alive
0,CoRoT-14 b,0.4298,0.9801,0.3349,physical_alive
0,47 UMa c,0.2503,0.0,0.0018,physical_alive
0,47 UMa b,0.2503,0.8856,0.4699,physical_alive
0,47 UMa d,0.2503,0.9451,0.3426,physical_alive
0,MOA-2008-BLG-310L b,0.95,0.0301,0.6139,contradiction_resonance
0,Kepler-419 b,0.5124,0.9861,0.2206,physical_alive
0,HD 24040 b,0.1328,0.8362,0.115,physical_alive
0,K2-138 e,0.7633,0.9959,0.2332,physical_alive
0,HD 11964 c,0.4114,0.9912,0.3909,physical_alive
0,CoRoT-6 b,0.7175,0.14,0.5269,contradiction_resonance
0,HAT-P-2 b,0.7061,0.0,0.2316,physical_alive
0,Kepler-59 c,0.9713,0.9546,0.3716,physical_alive
0,Kepler-58 c,0.8117,0.8821,0.4992,physical_alive
0,HD 154857 c,0.0,0.0,0.6156,post_physical_resonance
0,GJ 357 d,0.95,0.0,0.5811,contradiction_resonance
0,Kepler-51 c,0.9669,0.0,0.4655,physical_alive
0,BD-210397 c,0.8418,0.586,0.0722,physical_alive
0,Kepler-62 c,0.7231,0.2484,0.5307,contradiction_resonance
0,Kepler-62 b,0.7231,0.0,0.5735,contradiction_resonance
0,CHXR 73 b,1.0,0.0,0.74,contradiction_resonance
0,FU Tau b,1.0,0.0,0.5458,contradiction_resonance
0,GJ 667 C b,0.98,0.8916,0.9622,contradiction_resonance
0,HD 168443 c,0.0,0.0,0.8024,post_physical_resonance
0,Kepler-59 b,0.9713,0.9748,0.5064,contradiction_resonance
0,Kepler-53 b,0.9714,0.0,0.7113,contradiction_resonance
0,HD 82943 c,0.7151,0.0,0.3321,physical_alive
0,HD 82943 b,0.7151,0.0521,0.2574,physical_alive
0,UZ For b,0.795,0.0,0.7433,contradiction_resonance
0,Kepler-69 b,0.2217,0.0,0.7702,contradiction_resonance
0,HIP 5158 c,0.6776,0.0,0.5991,contradiction_resonance
0,HU Aqr AB b,0.6367,0.9739,0.1181,physical_alive
0,HD 63433 c,0.963,0.3341,0.7502,contradiction_resonance
0,Kepler-52 c,0.9783,0.3834,0.6776,contradiction_resonance
0,Kepler-55 b,0.9292,0.9942,0.2837,physical_alive
0,UZ For c,0.795,0.0,0.5329,contradiction_resonance
0,Kepler-413 b,0.6955,0.4739,0.5043,contradiction_resonance
0,Earth,1.0,0.8598,0.0,physical_alive
0,Mars,1.0,0.597,0.0,physical_alive
1,Kepler-1167 b,0.7631,0.0387,0.1545,physical_alive
1,Kepler-1740 b,0.5681,0.1455,0.2698,physical_alive
1,Kepler-1581 b,0.4463,0.5734,0.4383,physical_alive
1,Kepler-644 b,0.5607,0.0,0.1807,physical_alive
1,Kepler-1752 b,0.5562,0.032,0.0054,physical_alive
1,Kepler-280 c,0.4898,0.828,0.2888,physical_alive
1,Kepler-1208 b,0.7441,0.1323,0.5581,contradiction_resonance
1,Kepler-263 c,0.8745,0.0,0.7239,contradiction_resonance
1,HD 136352 b,0.1316,0.9844,0.5588,contradiction_resonance
1,Kepler-1101 b,0.6341,0.0,0.2383,physical_alive
1,HD 168746 b,0.0524,0.0,0.0913,physical_alive
1,HAT-P-7 b,0.4587,0.0,0.1913,physical_alive
1,Kepler-560 b,0.9593,0.9941,0.1749,physical_alive
1,Kepler-150 d,0.8444,0.9815,0.5753,contradiction_resonance
1,Kepler-498 b,0.6301,0.0,0.3619,physical_alive
1,Kepler-817 b,0.6177,0.1018,0.0943,physical_alive
1,Kepler-937 b,0.5404,0.0243,0.0102,physical_alive
1,K2-10 b,0.6367,0.2776,0.4055,physical_alive
1,Kepler-571 b,0.6096,0.0,0.4925,physical_alive
1,Kepler-1458 b,0.6234,0.0,0.1685,physical_alive
1,K2-335 b,0.1609,0.0,0.7025,contradiction_resonance
1,Kepler-1600 c,0.5812,0.4366,0.3046,physical_alive
1,HIP 41378 f,0.3797,0.6497,0.4788,physical_alive
1,Kepler-221 d,0.88,0.386,0.3142,physical_alive
1,Kepler-626 b,0.4494,0.0,0.1513,physical_alive
1,K2-39 b,0.7629,0.773,0.0566,physical_alive
1,Kepler-1549 b,0.652,0.547,0.3751,physical_alive
1,K2-62 c,0.8162,0.0,0.6757,contradiction_resonance
1,Kepler-1149 b,0.5817,0.9606,0.4171,physical_alive
1,Kepler-1288 b,0.5455,0.9907,0.2686,physical_alive
1,Kepler-128 b,0.379,0.9838,0.0084,physical_alive
1,Kepler-1245 b,0.6865,0.0,0.1884,physical_alive
1,Kepler-1068 b,0.5724,0.1981,0.2159,physical_alive
1,Kepler-311 c,0.8078,0.0,0.5768,contradiction_resonance
1,Kepler-150 e,0.8444,0.9529,0.4885,physical_alive
1,Kepler-272 c,0.0,0.3692,0.1134,post_physical_resonance
1,Kepler-152 c,0.8928,0.0,0.6659,contradiction_resonance
1,Kepler-1506 b,0.6498,0.1371,0.2024,physical_alive
1,HAT-P-22 b,0.0,0.0,0.5271,post_physical_resonance
1,K2-25 b,0.9927,0.5109,0.2041,physical_alive
1,CoRoT-3 b,0.5165,0.1025,0.0537,physical_alive
1,HD 205739 b,0.5329,0.9736,0.1917,physical_alive
1,NGTS-10 b,0.5797,0.8038,0.4738,physical_alive
1,HD 224693 b,0.1906,0.7795,0.5122,contradiction_resonance
1,HD 156279 b,0.6487,0.9779,0.3,physical_alive
1,HD 12661 b,0.0,0.0,0.7558,post_physical_resonance
1,2MASS J12073346-3932539 b,0.9999,0.6766,0.223,physical_alive
1,HD 16417 b,0.0,0.0,0.8876,post_physical_resonance
1,HD 19994 b,0.4773,0.9876,0.2149,physical_alive
1,61 Vir b,0.2282,0.8513,0.106,physical_alive
1,HD 156279 c,0.6487,0.0162,0.475,physical_alive
1,GJ 179 b,0.95,0.988,0.5276,contradiction_resonance
1,GQ Lup b,0.9999,0.0,0.919,contradiction_resonance
1,GJ 832 b,0.89,0.3381,0.0346,physical_alive
1,HD 37605 b,0.5159,0.0,0.2346,physical_alive
1,HD 33283 b,0.1877,0.4276,0.4366,physical_alive
1,Kepler-4 b,0.2555,0.0,0.4127,physical_alive
1,HD 9446 b,0.4999,0.0,0.0562,physical_alive
1,61 Vir c,0.2282,0.2585,0.5759,contradiction_resonance
1,61 Vir d,0.2282,0.8545,0.3386,physical_alive
1,HD 134987 c,0.0,0.0,0.0571,post_physical_resonance
1,HD 110014 b,0.3403,0.4833,0.1921,physical_alive
1,HD 79498 b,0.6714,0.7239,0.1635,physical_alive
1,WASP-43 b,0.8206,0.9853,0.0958,physical_alive
1,HD 45652 b,0.318,0.6962,0.6472,contradiction_resonance
1,HIP 79431 b,0.9159,0.9146,0.7847,contradiction_resonance
1,HD 3167 b,0.5,0.0,0.1218,physical_alive
1,GJ 876 b,0.99,0.8844,0.3151,physical_alive
1,HD 114783 c,0.5389,0.629,0.5069,contradiction_resonance
1,HD 47186 c,0.413,0.0,0.0121,physical_alive
1,HD 114783 b,0.5967,0.8506,0.0027,physical_alive
1,HD 148156 b,0.1778,0.7392,0.1692,physical_alive
1,HD 12661 c,0.3285,0.0,0.1349,physical_alive
1,HIP 14810 c,0.4012,0.4072,0.3227,physical_alive
1,HIP 14810 b,0.4012,0.6213,0.4427,physical_alive
1,GJ 876 d,0.99,0.3486,0.0363,physical_alive
1,GJ 876 e,0.99,0.9469,0.182,physical_alive
1,gam1 Leo b,0.5951,0.0,0.1383,physical_alive
1,HAT-P-12 b,0.885,0.5344,0.351,physical_alive
1,HD 156411 b,0.2521,0.0,0.6734,contradiction_resonance
1,HD 8535 b,0.3212,0.4711,0.1791,physical_alive
1,HD 37605 c,0.5159,0.913,0.1587,physical_alive
1,K2-138 c,0.7632,0.0916,0.6897,contradiction_resonance
1,HD 1605 c,0.1104,0.9925,0.5567,contradiction_resonance
1,HAT-P-18 b,0.3548,0.8023,0.5933,contradiction_resonance
1,WASP-31 b,0.854,0.5889,0.0464,physical_alive
1,BD+20 2457 b,0.0,0.0,0.8366,post_physical_resonance
1,HD 240210 b,0.6903,0.9925,0.3153,physical_alive
1,CoRoT-17 b,0.0,0.0,0.2335,post_physical_resonance
1,HD 132563 b,0.6115,0.0,0.1186,physical_alive
1,HD 55696 b,0.5008,0.3126,0.088,physical_alive
1,HD 148164 b,0.6117,0.9855,0.2343,physical_alive
1,24 Sex c,0.2051,0.8369,0.2151,physical_alive
1,K2-138 f,0.7632,0.8778,0.7216,contradiction_resonance
1,CoRoT-5 b,0.3099,0.6869,0.2061,physical_alive
1,HD 192310 c,0.5529,0.7117,0.3262,physical_alive
1,HD 22781 b,0.7661,0.0,0.4309,physical_alive
1,HD 68988 b,0.0,0.9553,0.8049,post_physical_resonance
1,HD 148164 c,0.6117,0.2885,0.0811,physical_alive
1,HD 29985 b,0.7564,0.3341,0.2374,physical_alive
1,HD 221416 b,0.2074,0.0,0.2664,physical_alive
1,HD 3167 c,0.5,0.9963,0.1754,physical_alive
1,HD 90156 b,0.7154,0.0,0.1303,physical_alive
1,KOI-217 b,0.8504,0.1889,0.502,contradiction_resonance
1,HD 45350 b,0.2393,0.7924,0.1186,physical_alive
1,TrES-3 b,0.9253,0.0493,0.893,contradiction_resonance
1,WASP-10 b,0.659,0.2277,0.3848,physical_alive
1,Kepler-14 b,0.3813,0.867,0.5411,contradiction_resonance
1,MOA-2009-BLG-266L b,0.8826,0.1783,0.0604,physical_alive
1,Kepler-15 b,0.613,0.0686,0.2695,physical_alive
1,Kepler-595 c,0.7747,0.9457,0.0757,physical_alive
1,Kepler-595 b,0.7747,0.0,0.3138,physical_alive
1,HD 177830 c,0.0,0.0,0.467,post_physical_resonance
1,ups And c,0.0364,0.7044,0.7614,contradiction_resonance
1,WASP-5 b,0.5123,0.3357,0.1639,physical_alive
1,OGLE-TR-111 b,0.4641,0.0206,0.2,physical_alive
1,Kepler-17 b,0.8013,0.4117,0.3015,physical_alive
1,CoRoT-18 b,0.9471,0.0918,0.0694,physical_alive
1,HD 192310 b,0.5529,0.9468,0.0639,physical_alive
1,PSR B1257+12 b,0.304,0.6476,0.0399,physical_alive
1,PSR B1257+12 d,0.304,0.8854,0.5408,contradiction_resonance
1,ups And d,0.0364,0.3335,0.056,physical_alive
1,MOA-2007-BLG-192L b,0.95,0.0,0.429,physical_alive
1,Kepler-40 b,0.2536,0.0,0.5719,contradiction_resonance
1,TOI-756 b,0.942,0.0,0.9278,contradiction_resonance
1,HD 107148 b,0.2564,0.0,0.2894,physical_alive
1,SWEEPS-11 b,0.3653,0.486,0.0727,physical_alive
1,OGLE-TR-211 b,0.4694,0.3772,0.1435,physical_alive
1,Lupus-TR-3 b,0.6469,0.0,0.4868,physical_alive
1,OGLE-2005-BLG-390L b,0.95,0.0,0.9894,contradiction_resonance
1,HN Peg b,0.9635,0.7568,0.3287,physical_alive
1,HD 102365 b,0.4004,0.9553,0.1382,physical_alive
1,MOA-2009-BLG-387L b,0.95,0.0,0.3185,physical_alive
1,GJ 674 b,0.9945,0.8048,0.7057,contradiction_resonance
1,WASP-96 b,0.0744,0.972,0.7404,contradiction_resonance
1,HD 69830 c,0.5198,0.0,0.165,physical_alive
1,2MASS J04414489+2301513 b,1.0,0.9991,0.782,contradiction_resonance
1,WASP-21 b,0.0,0.0,0.8177,post_physical_resonance
1,GJ 3634 b,0.9321,0.6903,0.1656,physical_alive
1,HAT-P-4 b,0.3212,0.3586,0.0375,physical_alive
1,OGLE-TR-10 b,0.5697,0.0,0.0352,physical_alive
1,TOI-178 g,0.7979,0.9795,0.0259,physical_alive
1,TOI-178 e,0.7979,0.0,0.0485,physical_alive
1,HD 27442 b,0.0,0.5523,0.6845,post_physical_resonance
1,HD 69830 d,0.5198,0.4698,0.4826,physical_alive
1,GJ 3021 b,0.9715,0.8904,0.7152,contradiction_resonance
1,HAT-P-16 b,0.6724,0.067,0.0794,physical_alive
1,CoRoT-8 b,0.782,0.0,0.0742,physical_alive
1,OGLE-TR-113 b,0.2929,0.9845,0.51,contradiction_resonance
1,HD 46375 b,0.2693,0.0,0.6923,contradiction_resonance
1,HD 147513 b,0.9609,0.5788,0.7483,contradiction_resonance
1,HD 221287 b,0.7727,0.9939,0.6392,contradiction_resonance
1,HD 33564 b,0.4757,0.0,0.3555,physical_alive
1,CoRoT-11 b,0.6363,0.9654,0.3499,physical_alive
1,K2-138 g,0.7632,0.0,0.1047,physical_alive
1,CoRoT-12 b,0.2398,0.0,0.0108,physical_alive
1,HAT-P-28 b,0.3511,0.409,0.027,physical_alive
1,HD 129445 b,0.5123,0.0,0.2282,physical_alive
1,Kepler-419 c,0.5123,0.0,0.0705,physical_alive
1,GJ 3470 b,0.9648,0.0,0.8394,contradiction_resonance
1,51 Eri b,0.9915,0.0,0.1553,physical_alive
1,HD 70573 b,0.9897,0.9423,0.0305,physical_alive
1,HD 47536 b,0.0,0.0,0.5361,post_physical_resonance
1,CoRoT-13 b,0.7971,0.0,0.0641,physical_alive
1,CoRoT-14 b,0.4298,0.9789,0.3352,physical_alive
1,47 UMa c,0.2503,0.0,0.0015,physical_alive
1,47 UMa b,0.2503,0.8844,0.4693,physical_alive
1,47 UMa d,0.2503,0.9445,0.3422,physical_alive
1,MOA-2008-BLG-310L b,0.95,0.0301,0.6121,contradiction_resonance
1,Kepler-419 b,0.5123,0.9863,0.2212,physical_alive
1,HD 24040 b,0.1327,0.836,0.1159,physical_alive
1,K2-138 e,0.7632,0.9959,0.2318,physical_alive
1,HD 11964 c,0.4114,0.9908,0.3909,physical_alive
1,CoRoT-6 b,0.7175,0.14,0.5267,contradiction_resonance
1,HAT-P-2 b,0.706,0.0,0.2306,physical_alive
1,Kepler-59 c,0.9712,0.9533,0.37,physical_alive
1,Kepler-58 c,0.8117,0.8813,0.4987,physical_alive
1,HD 154857 c,0.0,0.0,0.6143,post_physical_resonance
1,GJ 357 d,0.95,0.0,0.5794,contradiction_resonance
1,Kepler-51 c,0.9668,0.0,0.4642,physical_alive
1,BD-210397 c,0.8418,0.5857,0.0738,physical_alive
1,Kepler-62 c,0.7231,0.2481,0.5293,contradiction_resonance
1,Kepler-62 b,0.7231,0.0,0.572,contradiction_resonance
1,CHXR 73 b,1.0,0.0,0.7382,contradiction_resonance
1,FU Tau b,1.0,0.0,0.5443,contradiction_resonance
1,GJ 667 C b,0.98,0.8915,0.9601,contradiction_resonance
1,HD 168443 c,0.0,0.0,0.801,post_physical_resonance
1,Kepler-59 b,0.9712,0.9737,0.5044,contradiction_resonance
1,Kepler-53 b,0.9714,0.0,0.7101,contradiction_resonance
1,HD 82943 c,0.715,0.0,0.3312,physical_alive
1,HD 82943 b,0.715,0.052,0.2585,physical_alive
1,UZ For b,0.795,0.0,0.7422,contradiction_resonance
1,Kepler-69 b,0.2217,0.0,0.7696,contradiction_resonance
1,HIP 5158 c,0.6776,0.0,0.5988,contradiction_resonance
1,HU Aqr AB b,0.6367,0.9726,0.1171,physical_alive
1,HD 63433 c,0.9629,0.3341,0.7486,contradiction_resonance
1,Kepler-52 c,0.9783,0.3833,0.6763,contradiction_resonance
1,Kepler-55 b,0.9291,0.9943,0.2819,physical_alive
1,UZ For c,0.795,0.0,0.5321,contradiction_resonance
1,Kepler-413 b,0.6955,0.4736,0.5032,contradiction_resonance
1,Earth,0.9999,0.8587,0.0001,physical_alive
1,Mars,0.9999,0.596,0.0001,physical_alive
2,Kepler-1167 b,0.7631,0.0387,0.1557,physical_alive
2,Kepler-1740 b,0.5681,0.1455,0.2705,physical_alive
2,Kepler-1581 b,0.4462,0.5726,0.4386,physical_alive
2,Kepler-644 b,0.5606,0.0,0.1809,physical_alive
2,Kepler-1752 b,0.5561,0.032,0.0058,physical_alive
2,Kepler-280 c,0.4897,0.828,0.289,physical_alive
2,Kepler-1208 b,0.744,0.1322,0.5572,contradiction_resonance
2,Kepler-263 c,0.8745,0.0,0.7235,contradiction_resonance
2,HD 136352 b,0.1315,0.9835,0.5577,contradiction_resonance
2,Kepler-1101 b,0.6341,0.0,0.2391,physical_alive
2,HD 168746 b,0.0524,0.0,0.0908,physical_alive
2,HAT-P-7 b,0.4585,0.0,0.1907,physical_alive
2,Kepler-560 b,0.9593,0.9935,0.1732,physical_alive
2,Kepler-150 d,0.8444,0.982,0.5746,contradiction_resonance
2,Kepler-498 b,0.63,0.0,0.3627,physical_alive
2,Kepler-817 b,0.6176,0.1017,0.0939,physical_alive
2,Kepler-937 b,0.5403,0.0242,0.0103,physical_alive
2,K2-10 b,0.6367,0.2775,0.4046,physical_alive
2,Kepler-571 b,0.6095,0.0,0.4915,physical_alive
2,Kepler-1458 b,0.6233,0.0,0.1681,physical_alive
2,K2-335 b,0.1608,0.0,0.7016,contradiction_resonance
2,Kepler-1600 c,0.5811,0.4362,0.3054,physical_alive
2,HIP 41378 f,0.3796,0.6494,0.4789,physical_alive
2,Kepler-221 d,0.8799,0.3859,0.3128,physical_alive
2,Kepler-626 b,0.4493,0.0,0.1508,physical_alive
2,K2-39 b,0.7628,0.7734,0.0555,physical_alive
2,Kepler-1549 b,0.6519,0.5473,0.375,physical_alive
2,K2-62 c,0.8162,0.0,0.6747,contradiction_resonance
2,Kepler-1149 b,0.5816,0.9601,0.4177,physical_alive
2,Kepler-1288 b,0.5455,0.991,0.2692,physical_alive
2,Kepler-128 b,0.3789,0.9829,0.0085,physical_alive
2,Kepler-1245 b,0.6865,0.0,0.1872,physical_alive
